idrequerimiento,complejidad,prioridad,tipo_tarea,duracion
1845,3,2,testing,5.6
2067,5,1,database,22.3
3285,4,1,testing,7.5
3221,3,1,testing,6.4
4539,5,2,database,19.7
4767,3,1,testing,5.9
1090,4,2,database,17.5
726,4,1,database,18.6
3883,2,3,deployment,2.4
3373,3,3,backend,9.9
574,4,3,database,14.9
1979,5,2,backend,15.7
187,1,2,backend,7.6
3053,3,2,frontend,9.0
582,4,3,testing,5.8
4350,2,3,database,9.9
1053,1,3,testing,3.2
1874,3,3,deployment,2.4
1327,4,1,frontend,11.2
4579,5,2,backend,15.7
3295,3,1,database,15.9
975,2,1,testing,5.7
2742,4,2,testing,6.6
3148,3,1,frontend,10.1
108,1,3,testing,2.8
1405,5,3,testing,6.7
3922,1,1,frontend,6.4
2694,2,1,frontend,7.4
4557,1,2,testing,3.9
398,3,1,backend,13.0
2837,3,1,deployment,3.2
304,5,1,backend,17.1
1155,1,1,database,9.9
771,1,1,backend,8.2
3115,3,1,database,16.0
1684,4,3,deployment,3.2
1659,5,3,backend,14.0
3473,1,1,database,9.9
3789,3,3,testing,5.2
1706,3,1,database,15.6
3086,1,3,database,8.0
81,3,1,database,15.9
1334,5,2,database,19.7
360,3,1,backend,13.3
4746,3,3,deployment,2.5
2765,3,3,frontend,7.9
1759,5,3,testing,7.0
4299,5,3,deployment,3.6
3423,1,3,frontend,5.2
3737,4,3,frontend,8.7
859,2,2,frontend,6.9
4547,1,1,backend,8.4
3857,5,3,backend,14.2
341,3,1,database,15.6
2243,4,1,testing,7.6
2595,4,1,backend,15.2
2252,2,3,frontend,6.3
818,3,1,backend,13.2
1272,4,3,backend,12.6
4587,5,3,frontend,10.2
2733,2,2,deployment,2.3
4403,1,1,testing,4.1
4455,3,2,deployment,2.6
4808,1,3,deployment,1.3
2782,3,2,deployment,2.6
1935,2,2,deployment,1.9
72,2,3,backend,8.1
3521,5,1,frontend,13.6
96,3,3,testing,4.9
751,5,3,backend,14.3
2189,1,1,frontend,5.7
2373,2,3,testing,4.3
1270,2,2,frontend,6.8
1128,4,1,testing,7.1
3221,3,3,testing,4.8
3501,1,2,backend,6.8
3843,5,3,backend,13.7
2554,4,2,frontend,10.2
3599,4,2,frontend,10.2
133,1,3,frontend,5.1
4851,3,3,frontend,8.1
523,1,3,database,7.7
280,4,3,database,15.4
1122,1,2,frontend,5.2
2475,2,3,frontend,6.7
3703,3,1,testing,6.4
3838,5,1,database,22.4
1575,3,3,backend,10.2
1602,5,3,backend,14.4
379,5,1,testing,8.6
996,5,1,backend,17.7
3437,2,1,deployment,2.5
221,5,2,database,20.1
1290,2,2,testing,4.3
4969,3,2,backend,11.7
3269,4,2,frontend,10.5
4063,2,1,database,13.3
2651,3,1,deployment,2.8
1164,3,3,database,13.2
347,5,3,database,17.3
1607,2,2,deployment,2.0
2228,3,2,testing,6.0
239,4,2,frontend,10.7
2136,2,3,testing,4.0
2646,2,3,testing,4.6
3063,1,1,backend,8.4
3931,4,3,testing,5.6
1802,4,1,frontend,11.9
2230,5,3,database,17.6
1654,4,3,testing,5.7
3752,2,2,backend,9.3
4475,2,3,backend,8.2
2225,1,2,deployment,1.9
430,4,3,testing,6.4
682,1,1,backend,7.6
2341,1,3,deployment,1.6
1403,1,1,backend,7.9
2370,2,2,database,11.6
1714,5,1,deployment,4.1
1821,3,1,backend,13.0
2810,3,2,deployment,3.4
4383,3,3,database,12.8
1291,1,1,testing,4.4
2021,4,1,database,19.3
3130,5,3,testing,6.8
93,3,1,database,15.6
1223,3,1,frontend,9.8
153,5,1,frontend,13.0
1808,2,1,database,12.5
878,2,3,frontend,6.2
1635,5,2,testing,7.8
2399,5,1,database,22.0
1339,3,3,database,12.4
3171,4,2,frontend,9.9
1101,3,2,deployment,2.8
1258,5,1,database,22.1
4391,4,1,backend,15.2
2722,5,1,backend,17.2
4830,5,1,frontend,13.2
1722,4,1,database,19.0
3733,2,2,backend,9.4
651,3,3,testing,4.9
1823,1,3,backend,6.2
2517,5,3,deployment,3.4
1189,4,1,deployment,4.1
2658,2,3,deployment,1.7
1072,2,2,testing,4.7
3964,1,2,testing,3.1
2483,5,2,deployment,4.2
1761,2,3,database,10.8
3356,3,3,database,12.8
3324,4,2,frontend,10.4
3368,4,3,deployment,3.5
1327,4,3,frontend,9.3
267,3,2,frontend,9.1
1276,4,1,testing,7.9
1149,4,2,backend,14.1
490,2,1,frontend,7.7
1850,2,1,backend,10.0
1535,5,1,database,22.4
4179,3,3,frontend,7.3
3701,2,1,backend,10.9
1399,3,3,deployment,3.0
1189,2,2,database,11.6
3507,1,1,deployment,2.5
3872,5,3,backend,13.8
4091,1,3,deployment,1.9
91,2,3,database,10.8
4392,1,3,database,8.4
2108,1,1,backend,8.0
2136,2,3,frontend,6.3
3555,5,1,deployment,4.3
2928,2,3,database,10.6
530,4,3,testing,6.4
845,5,2,backend,15.7
2663,3,2,deployment,3.1
1648,1,1,testing,4.4
1814,4,1,deployment,3.3
1905,5,1,frontend,13.0
3598,2,1,database,12.5
1186,5,3,frontend,10.1
1372,5,2,database,19.9
229,3,3,deployment,2.5
931,3,3,testing,5.2
4727,1,1,deployment,2.3
4953,2,1,frontend,8.1
978,2,1,deployment,2.1
1934,1,2,testing,3.7
357,5,2,testing,8.3
1395,2,2,frontend,7.4
2608,3,1,frontend,9.7
4361,4,1,deployment,4.2
3434,4,1,frontend,11.1
1607,4,1,frontend,11.6
4957,4,2,testing,6.8
1152,4,3,database,15.4
3982,1,3,backend,6.7
2262,2,1,backend,10.2
3188,4,2,database,17.4
3036,3,3,backend,10.1
3548,1,2,deployment,2.0
1151,5,3,database,18.1
4164,4,2,deployment,3.3
1585,3,2,deployment,3.0
723,4,3,deployment,2.8
3272,1,1,deployment,1.8
1602,4,1,testing,7.7
4813,5,2,database,19.7
36,5,2,deployment,3.6
3207,2,3,deployment,2.4
4642,1,1,testing,3.9
1971,1,1,deployment,1.8
3146,4,2,backend,13.6
2535,3,3,database,13.2
2127,5,2,testing,8.0
1696,4,3,frontend,8.8
3578,1,3,deployment,1.3
126,2,3,frontend,6.6
3316,2,2,frontend,7.3
3228,1,2,database,9.5
461,5,2,database,19.5
3100,1,1,frontend,6.3
557,1,1,frontend,5.8
3839,5,1,database,21.8
3481,3,2,testing,6.2
4552,5,1,database,21.6
2692,2,3,backend,8.0
3693,1,1,frontend,6.5
1895,5,1,backend,18.0
734,4,2,backend,13.6
4881,5,2,database,20.0
901,1,3,database,7.6
1101,1,2,testing,3.4
97,4,3,database,14.7
4845,1,1,backend,8.0
1974,3,1,frontend,9.6
4582,3,3,frontend,7.2
2176,1,2,testing,4.0
3158,5,2,database,20.3
1922,5,1,deployment,4.6
873,2,1,backend,10.8
4321,1,1,testing,3.9
1127,4,1,database,19.4
785,5,2,testing,8.2
4836,1,1,database,9.8
1005,5,2,deployment,3.6
1989,3,2,testing,5.5
298,4,2,testing,6.5
4207,2,1,testing,5.2
1356,3,2,backend,11.9
1681,2,2,deployment,2.2
341,2,2,deployment,2.0
4111,4,2,testing,7.3
1097,1,2,testing,3.7
4250,5,2,testing,8.1
3794,1,1,backend,8.0
3188,2,3,backend,7.9
3467,5,2,database,19.5
2774,4,2,database,17.4
1060,5,2,backend,15.8
3981,1,3,testing,2.8
2072,2,3,database,10.1
683,1,2,backend,7.4
3821,3,3,backend,9.8
280,3,1,backend,12.6
3707,5,1,testing,8.5
4011,3,1,testing,6.3
124,2,2,frontend,7.3
4772,1,2,deployment,1.5
2061,2,3,deployment,2.0
767,1,3,frontend,4.5
4018,2,1,backend,10.2
332,5,1,deployment,4.6
3692,1,1,deployment,1.9
4777,3,3,testing,4.9
2456,2,2,backend,8.9
4073,3,1,deployment,3.4
1911,5,2,deployment,4.3
4958,3,1,frontend,9.3
2302,4,3,backend,12.4
1291,2,3,frontend,6.3
4521,4,1,backend,14.8
3818,5,2,database,19.8
1981,4,1,deployment,3.7
4179,4,1,backend,15.6
49,5,1,database,22.0
4453,3,2,testing,5.3
584,1,2,deployment,1.4
4769,2,1,testing,5.2
3591,2,1,backend,10.6
4296,5,3,deployment,3.7
1096,4,2,deployment,3.2
3047,1,1,testing,3.7
2883,4,3,backend,12.2
1870,2,2,deployment,2.6
1504,1,2,testing,3.3
1005,2,2,testing,4.9
1423,1,1,deployment,1.6
509,3,3,backend,10.2
704,2,2,frontend,6.5
262,1,3,testing,2.7
2200,2,3,database,10.7
2612,1,2,frontend,5.0
3860,4,3,database,15.3
545,3,2,frontend,8.4
4556,4,1,testing,7.6
3659,3,3,frontend,7.7
261,4,2,backend,13.6
1745,4,3,testing,5.9
4958,5,3,backend,14.0
3168,3,2,database,14.2
94,2,3,backend,8.4
998,1,2,deployment,2.3
1011,2,3,frontend,6.2
4211,4,2,testing,6.8
366,2,3,testing,4.1
1086,4,2,database,17.3
4048,5,1,deployment,4.4
731,4,3,backend,12.0
3363,5,3,frontend,10.3
1423,5,2,backend,15.7
4538,1,2,backend,6.9
2826,1,1,database,9.9
2545,2,3,deployment,2.3
2809,3,1,database,16.4
286,4,2,backend,13.9
2025,1,1,backend,8.0
3916,1,1,deployment,2.0
197,2,2,database,11.4
1879,5,2,database,19.6
4883,5,3,database,17.6
1456,2,1,deployment,2.3
819,3,3,frontend,8.2
4834,5,2,frontend,11.7
2236,4,1,testing,7.8
4976,1,3,deployment,2.0
759,4,1,testing,7.6
1264,5,1,frontend,13.0
4805,5,2,frontend,12.1
2669,3,2,database,14.6
2887,5,2,database,20.2
1304,3,1,deployment,2.9
4290,2,3,deployment,2.6
978,5,1,frontend,13.3
4753,3,1,deployment,3.0
520,3,2,backend,11.5
2026,3,1,frontend,9.2
4567,4,3,deployment,3.5
2756,1,3,deployment,1.4
769,2,3,backend,8.7
514,3,2,deployment,2.9
2703,5,1,testing,8.5
1704,5,3,backend,14.3
4210,2,1,testing,5.4
135,3,1,deployment,2.9
561,5,1,frontend,13.2
2037,4,1,testing,7.7
728,1,1,frontend,6.0
872,1,2,backend,6.9
4145,3,3,deployment,3.0
4768,2,3,database,10.5
1468,4,1,deployment,3.7
3778,4,3,database,15.2
4130,2,1,database,13.4
2665,4,2,frontend,10.0
1557,3,2,backend,11.3
4258,5,3,deployment,3.0
4990,5,1,frontend,13.1
2408,4,1,backend,14.8
979,3,3,testing,5.6
1578,5,2,testing,7.9
4972,2,3,testing,4.2
2029,4,3,database,15.1
3753,2,3,database,10.6
3882,4,1,frontend,11.3
3619,1,3,database,8.5
784,3,3,database,12.4
1226,2,1,deployment,2.8
4377,5,3,backend,13.8
266,2,2,frontend,7.2
2161,5,1,frontend,13.6
4071,3,2,database,14.5
3064,1,3,database,8.2
80,1,2,testing,3.1
1975,3,2,frontend,8.5
84,3,3,deployment,2.1
2747,1,3,frontend,4.4
11,4,2,database,16.7
3558,3,1,testing,6.5
3930,4,3,database,15.2
979,1,2,frontend,5.9
4714,3,1,deployment,3.4
2701,4,2,backend,13.7
2259,3,2,backend,11.6
1155,3,3,deployment,3.0
3154,4,2,database,17.1
2975,1,3,backend,6.2
3086,4,1,database,19.4
4193,5,1,deployment,4.8
3813,2,1,frontend,7.7
2143,4,3,frontend,9.2
4147,3,1,deployment,3.4
121,5,3,testing,6.8
1325,5,2,deployment,4.0
3941,4,1,backend,15.5
4572,3,2,backend,12.0
4548,5,3,database,17.5
2239,4,1,deployment,4.2
2973,4,1,testing,7.9
1613,3,3,deployment,2.2
2991,1,3,database,8.2
3768,1,1,deployment,1.7
2773,5,1,backend,17.4
1204,2,3,database,10.1
3409,5,1,backend,17.6
1867,5,2,backend,16.1
4840,3,3,backend,10.2
2634,3,3,testing,5.4
1494,3,2,deployment,3.0
3899,1,3,frontend,5.2
3547,2,2,database,11.5
4808,1,2,database,9.5
954,4,1,frontend,11.8
278,5,3,deployment,3.7
1777,5,3,frontend,11.0
2640,1,1,frontend,5.6
554,5,3,frontend,11.0
2924,4,2,database,17.1
3635,1,1,deployment,2.4
2381,1,2,testing,3.6
511,1,2,frontend,5.8
1477,2,1,backend,10.5
1418,1,2,backend,7.1
2826,4,1,deployment,3.5
1264,1,2,backend,7.0
3520,5,1,testing,8.7
3497,4,2,deployment,3.7
444,5,3,deployment,3.7
1988,5,1,testing,8.8
3080,3,3,backend,10.7
2615,2,1,testing,5.6
2133,5,1,backend,17.6
2440,5,3,deployment,3.7
2591,4,3,testing,5.8
1791,5,2,deployment,3.8
907,4,2,testing,7.3
498,2,1,database,12.8
1791,4,3,deployment,2.7
4583,4,3,database,15.0
294,5,2,testing,8.0
704,4,1,frontend,11.1
4671,1,3,backend,5.9
1606,2,2,database,11.7
3449,3,1,testing,6.7
1240,1,3,frontend,4.8
2342,3,2,backend,11.8
4459,4,2,frontend,10.5
2823,1,3,database,8.4
2467,1,3,frontend,4.6
856,3,3,frontend,7.8
694,1,1,backend,8.2
2009,5,2,backend,15.3
1168,4,2,frontend,10.2
1708,4,2,database,17.6
3365,1,3,frontend,4.7
4817,1,1,testing,3.7
2412,1,3,testing,3.1
3176,1,2,database,8.9
232,1,3,deployment,1.5
498,2,3,database,10.8
1478,4,1,frontend,11.0
4789,2,2,deployment,2.5
57,3,3,database,13.1
3728,1,2,testing,3.6
1202,4,2,testing,7.2
392,3,2,testing,5.4
2395,1,2,database,8.9
674,1,2,backend,6.7
2128,4,1,database,18.9
4112,5,3,frontend,10.8
2534,2,3,deployment,1.7
3646,5,2,backend,15.6
4281,4,2,backend,13.9
539,5,1,deployment,3.9
3528,4,3,testing,6.4
1000,3,3,deployment,2.6
3389,2,1,backend,10.2
3699,5,2,database,19.9
1022,3,3,deployment,2.4
2241,2,2,backend,9.4
3442,2,2,database,11.3
977,2,3,backend,8.4
862,1,1,database,10.4
1524,2,2,database,11.5
1654,2,3,frontend,6.6
4172,3,2,testing,5.6
3708,1,3,database,8.1
75,3,1,testing,6.8
4911,2,2,testing,5.0
4994,1,1,database,9.7
2754,4,2,deployment,3.3
719,5,2,database,19.7
1433,4,1,frontend,11.6
461,4,2,frontend,10.3
4559,4,2,deployment,3.1
512,5,2,testing,8.3
3402,1,2,deployment,2.1
855,2,1,deployment,2.7
3595,5,3,database,17.7
2129,5,3,deployment,3.7
2617,5,2,testing,8.1
2794,2,3,testing,4.4
2967,4,1,frontend,11.7
454,3,2,database,14.6
3804,2,1,frontend,8.0
272,2,3,frontend,6.5
2834,3,1,frontend,9.6
2398,4,1,deployment,4.1
3870,5,2,backend,15.9
2852,5,1,frontend,13.7
1301,4,2,backend,13.9
1649,2,1,deployment,2.5
1375,1,1,database,9.9
969,1,2,deployment,1.7
1716,1,3,frontend,4.7
392,2,1,deployment,2.9
1753,1,2,frontend,5.6
3250,1,2,database,8.6
2812,5,2,testing,7.6
429,5,2,testing,8.0
1223,2,3,deployment,2.6
3925,1,1,database,9.5
633,4,3,frontend,8.9
1151,1,2,deployment,1.8
2002,4,1,backend,15.4
1370,2,1,testing,5.3
3232,3,1,deployment,2.9
3143,2,2,database,11.5
1518,3,1,database,16.3
2541,1,2,frontend,5.7
4623,4,1,database,19.4
4786,5,1,testing,9.2
2075,1,3,frontend,4.6
3353,3,1,testing,6.0
2391,1,2,backend,7.2
4460,4,2,backend,13.7
956,4,1,backend,15.2
1022,3,1,testing,6.5
1522,1,1,deployment,1.5
1833,4,2,backend,13.4
1565,2,3,deployment,1.7
809,3,2,backend,11.7
935,4,1,frontend,11.4
3312,1,3,frontend,4.7
4612,3,3,deployment,2.4
1509,4,1,backend,15.7
3965,2,3,frontend,6.6
195,3,2,deployment,2.4
472,4,1,deployment,3.8
3447,5,3,testing,7.3
4753,5,1,database,22.2
3916,4,2,frontend,10.8
2707,1,3,deployment,1.5
3971,2,1,frontend,8.3
2011,5,1,backend,18.0
652,2,1,database,12.9
2707,1,1,testing,3.9
971,4,2,backend,13.4
2159,1,1,database,10.1
4411,5,1,database,22.3
429,4,1,database,18.8
1499,5,1,backend,17.4
1720,2,3,backend,8.2
3674,3,2,backend,11.6
4397,4,1,deployment,3.3
3371,1,1,frontend,5.9
3591,3,2,database,14.3
1426,2,2,database,11.3
2841,4,3,testing,5.9
285,2,2,database,12.1
2605,1,3,backend,6.4
4292,3,1,deployment,3.0
1181,3,2,database,14.6
4934,4,3,testing,5.7
3339,1,3,backend,5.9
1236,2,2,frontend,7.3
3226,2,3,frontend,6.3
2336,5,3,database,17.5
2663,3,1,testing,6.2
349,2,2,testing,4.5
4383,1,1,deployment,1.9
477,2,3,database,10.4
4685,4,1,deployment,3.8
2079,4,3,testing,6.1
2882,3,1,testing,6.2
2006,1,3,testing,2.9
890,2,1,testing,5.5
4752,3,1,deployment,3.5
2763,3,2,backend,11.7
3125,1,1,database,10.3
2527,3,3,testing,5.0
1140,2,3,deployment,1.6
4562,3,2,database,14.8
3531,2,3,backend,8.3
4913,5,2,testing,8.4
2283,5,3,deployment,3.6
2748,1,1,database,10.0
4408,3,3,testing,4.9
3477,4,3,testing,5.8
1086,1,3,testing,3.4
1462,4,1,database,19.3
3223,4,1,testing,7.8
3678,1,3,testing,3.4
2699,3,2,frontend,8.7
1079,4,3,backend,12.5
1975,5,3,database,17.5
4616,3,3,deployment,2.6
2915,4,3,database,15.2
516,4,1,frontend,11.2
3273,5,2,backend,16.1
1117,4,2,testing,6.5
583,4,2,deployment,3.0
1672,4,2,testing,6.5
1991,4,1,database,19.0
4561,1,2,database,8.8
4188,2,2,testing,4.3
2696,4,2,deployment,3.4
1402,1,2,database,9.3
2399,3,2,backend,11.7
2705,1,1,backend,7.7
4629,1,1,backend,8.5
134,4,2,deployment,3.6
2710,3,1,deployment,3.4
3656,2,2,database,11.7
1552,1,3,deployment,1.9
4605,5,1,backend,17.6
4408,5,2,testing,8.2
2163,1,1,deployment,1.5
4757,1,3,frontend,4.4
4035,3,3,deployment,2.1
1714,5,3,frontend,10.3
820,2,2,testing,4.2
4928,3,1,database,16.1
2736,4,1,frontend,11.2
2069,4,3,backend,12.1
4125,3,2,backend,12.0
1181,5,1,deployment,4.2
201,4,1,database,19.0
1103,5,3,backend,14.4
1995,1,1,deployment,2.2
492,2,2,backend,9.6
1149,1,2,backend,7.7
2906,3,2,frontend,8.9
4926,3,1,backend,12.5
3362,3,3,database,12.5
2530,4,2,deployment,3.0
3421,3,1,database,16.2
144,5,3,frontend,10.7
355,4,2,testing,7.1
1054,1,1,database,10.0
3211,4,3,backend,12.6
3762,1,1,database,10.0
426,2,3,backend,8.6
2497,2,3,backend,8.4
4578,1,2,frontend,5.1
1065,2,1,frontend,7.8
4350,2,1,frontend,7.7
1249,2,3,testing,4.2
4315,5,2,deployment,3.9
3197,2,2,deployment,2.1
1294,1,1,deployment,2.0
1672,4,2,frontend,10.5
2552,2,3,testing,3.9
569,1,1,deployment,2.4
4183,5,3,frontend,10.9
2156,1,1,deployment,2.1
814,1,2,testing,3.9
3926,1,2,testing,3.2
49,5,1,database,21.7
1772,2,1,testing,5.1
475,3,1,deployment,3.2
4994,5,3,database,18.0
3833,4,3,backend,12.3
2885,2,2,frontend,7.2
3886,3,1,deployment,3.6
1736,3,1,testing,6.2
436,3,1,testing,6.8
4290,1,2,deployment,2.3
919,2,2,database,11.2
177,3,2,database,14.1
4477,1,1,frontend,6.1
592,1,3,backend,6.0
566,3,1,deployment,2.7
2549,2,1,backend,10.1
350,5,1,deployment,4.8
44,4,3,testing,6.3
2763,2,1,frontend,8.1
1462,2,2,frontend,6.6
3663,5,2,database,19.4
523,5,3,frontend,10.5
4832,1,3,testing,3.1
184,2,3,deployment,2.2
1099,5,2,frontend,12.3
468,2,2,deployment,2.0
3567,3,2,frontend,9.0
2508,4,1,testing,8.0
3959,2,3,backend,8.6
2379,5,2,testing,8.1
4573,2,2,backend,9.4
3105,5,3,deployment,3.5
2628,4,2,frontend,9.9
3350,5,2,deployment,4.0
171,5,2,frontend,11.6
1378,2,3,backend,8.6
4107,5,2,frontend,11.9
2831,1,2,database,8.7
1204,3,2,backend,12.0
4409,5,1,backend,17.6
4972,4,3,frontend,9.6
4518,2,1,backend,10.2
3852,4,1,database,19.1
238,1,3,backend,6.9
4475,3,1,database,16.4
2565,1,3,testing,2.7
74,3,3,testing,5.2
3831,5,3,frontend,10.7
2014,5,1,backend,17.3
2154,2,1,testing,5.2
1178,4,3,backend,11.8
1890,4,3,testing,5.7
1980,3,3,backend,10.1
1028,4,2,deployment,3.6
571,5,2,deployment,3.5
1014,5,3,backend,14.4
267,2,1,testing,5.1
943,2,3,database,10.5
4873,3,2,frontend,8.3
714,3,3,testing,5.2
1449,4,3,frontend,9.4
533,2,2,deployment,2.3
1612,1,2,frontend,5.2
2106,3,3,deployment,2.7
1774,5,1,frontend,13.6
4790,1,1,backend,8.0
975,4,3,backend,12.6
3640,2,2,testing,4.9
835,3,2,deployment,3.0
3083,1,1,database,9.6
128,4,3,frontend,9.2
548,5,1,deployment,4.0
430,2,2,frontend,7.3
299,2,3,testing,4.5
3574,4,1,frontend,11.7
1454,1,3,backend,6.5
970,2,3,frontend,6.3
1619,4,2,testing,6.6
3462,2,2,deployment,2.1
4162,3,1,deployment,2.8
770,2,2,frontend,6.9
515,5,3,backend,14.5
557,2,2,backend,9.1
2548,4,2,frontend,10.3
4999,3,1,testing,6.6
1840,4,1,backend,15.6
210,5,2,testing,8.2
4295,2,1,testing,5.1
422,1,3,frontend,4.3
4072,3,1,frontend,9.3
4999,2,3,backend,8.0
839,3,1,database,16.1
480,3,1,database,15.9
31,4,3,frontend,9.0
4813,2,2,frontend,7.1
388,5,1,backend,18.1
4967,2,1,backend,10.8
2992,3,2,testing,6.1
4467,5,2,frontend,11.7
1539,5,1,deployment,4.9
1552,4,3,deployment,2.7
4146,4,2,backend,13.3
1513,4,3,backend,12.6
3336,2,1,testing,5.6
415,1,2,deployment,1.8
4473,2,2,frontend,6.9
4813,1,2,backend,7.1
2002,3,2,testing,5.4
856,4,1,database,19.4
3321,1,2,testing,4.0
2997,1,2,frontend,5.1
1608,4,3,testing,6.6
613,3,1,deployment,3.3
3521,1,3,backend,5.9
510,2,1,database,13.2
3460,2,2,backend,8.9
3969,2,2,testing,4.2
625,2,3,testing,3.8
4918,5,1,deployment,4.3
2864,4,3,deployment,3.0
4069,1,1,backend,8.5
3079,5,1,database,21.9
96,1,1,backend,7.7
1514,2,3,database,10.0
2711,5,3,testing,6.7
4344,4,1,frontend,11.5
3479,5,1,backend,17.3
1990,3,3,backend,10.6
1049,4,3,testing,6.6
438,3,3,backend,10.1
1481,1,2,database,8.6
3030,4,2,backend,13.9
1794,3,3,frontend,7.2
486,4,1,frontend,11.1
3916,5,1,frontend,12.8
4889,4,3,deployment,3.4
421,2,3,testing,4.7
3838,1,1,database,10.1
4604,3,2,deployment,2.7
3197,2,2,database,11.8
296,4,3,database,15.2
1676,5,1,frontend,12.7
2677,4,1,deployment,3.7
3779,5,1,frontend,13.6
2364,4,3,backend,11.9
3128,2,1,frontend,7.7
3553,5,1,deployment,4.7
1645,2,2,testing,5.1
3545,5,2,deployment,3.9
3132,2,3,frontend,5.8
48,3,2,backend,11.8
683,4,1,testing,7.3
1830,5,2,backend,15.7
4337,2,3,database,10.4
2055,3,3,frontend,7.2
841,1,2,backend,7.3
1613,1,3,testing,3.3
1559,4,1,backend,15.1
4093,2,2,backend,9.5
3638,4,1,testing,7.3
3378,4,3,database,15.7
4980,3,1,deployment,3.2
4528,5,1,testing,8.8
1686,5,3,database,17.6
3451,5,2,testing,7.9
1114,5,1,deployment,4.0
4307,5,1,backend,18.0
711,1,2,frontend,5.3
3094,4,2,deployment,3.3
1433,2,2,deployment,1.8
1778,4,1,database,18.8
3994,5,1,frontend,13.4
3188,2,3,backend,7.9
2996,3,2,frontend,8.9
938,3,1,deployment,3.5
3378,1,3,backend,6.3
1968,5,3,backend,14.4
341,5,2,deployment,3.6
3556,1,1,frontend,5.8
2074,1,3,frontend,4.5
4499,5,3,backend,14.0
3116,2,2,frontend,7.0
4859,2,3,database,10.4
2575,2,3,backend,8.8
359,5,2,backend,15.5
4597,5,1,testing,8.8
3857,4,2,backend,13.5
285,3,1,frontend,10.1
4069,3,1,backend,13.2
1460,5,2,frontend,12.3
4337,3,2,testing,5.7
4453,5,3,database,18.0
1544,2,1,deployment,2.4
4139,3,2,testing,5.7
2326,1,1,database,9.9
1024,5,2,backend,16.0
2024,3,3,deployment,2.7
4321,5,1,frontend,13.2
1285,4,2,deployment,3.7
1717,2,2,testing,4.3
1254,5,2,deployment,3.7
2835,3,1,frontend,9.2
4366,4,2,deployment,3.4
3665,2,1,database,13.4
2457,5,1,frontend,13.7
2969,3,1,database,16.3
4758,2,1,testing,4.9
4059,3,2,testing,6.0
4080,1,1,deployment,1.5
1324,1,1,frontend,6.1
497,2,3,database,10.2
3443,5,1,frontend,13.5
4013,1,3,deployment,1.6
866,4,2,backend,13.7
2446,5,2,database,20.2
2804,2,3,testing,4.4
3274,3,2,frontend,8.2
4531,1,3,deployment,1.1
1450,4,3,backend,12.7
4951,2,2,testing,5.0
801,3,3,testing,4.9
3908,5,2,deployment,3.6
4585,2,1,frontend,7.4
4710,1,3,frontend,4.6
4912,2,3,backend,8.5
3984,5,3,deployment,3.6
705,3,2,backend,11.1
3797,2,3,frontend,5.9
4864,5,1,frontend,13.3
2059,2,2,database,11.8
3613,1,3,database,8.4
611,5,2,backend,15.7
879,2,2,frontend,7.5
4138,3,2,testing,5.6
4757,1,1,backend,7.6
4089,2,3,testing,3.8
1170,3,3,testing,5.1
1357,3,1,database,16.2
2800,4,2,backend,13.2
2638,2,2,backend,9.0
63,4,2,frontend,10.3
3456,4,1,deployment,4.1
1753,5,2,database,20.1
4368,5,3,database,17.7
3693,4,1,frontend,11.7
3776,3,1,testing,6.9
4271,1,3,backend,6.3
1839,1,3,database,8.4
971,4,3,database,14.8
120,5,3,database,17.5
2829,4,2,deployment,3.4
3738,4,2,deployment,3.5
3628,4,2,deployment,3.1
304,3,1,deployment,3.3
2684,4,3,frontend,9.3
71,3,1,testing,6.4
3800,2,1,backend,10.7
1896,5,1,frontend,12.7
301,4,2,testing,6.8
275,3,2,backend,12.0
2671,3,2,deployment,3.3
383,4,2,database,16.8
572,2,2,database,11.8
1603,3,2,frontend,8.3
389,4,1,testing,7.9
3391,5,1,database,21.7
2202,1,1,deployment,1.9
2599,1,3,deployment,1.4
3644,3,2,deployment,3.3
1466,2,2,frontend,6.9
758,1,2,database,8.7
4205,2,2,testing,4.3
4150,1,3,backend,6.9
1241,4,1,testing,8.0
4696,5,3,database,17.2
435,1,2,frontend,5.2
4237,1,3,deployment,1.4
1313,5,1,testing,8.4
4441,1,3,database,7.5
34,2,2,backend,9.4
2697,1,1,frontend,5.7
4946,3,3,testing,4.9
1915,2,2,database,11.5
2563,4,3,deployment,2.9
694,3,2,database,14.2
2134,5,2,testing,8.0
83,4,2,testing,6.4
353,1,3,deployment,1.5
1098,2,3,testing,4.3
3108,4,1,testing,7.3
753,1,2,database,8.6
3494,2,1,frontend,7.9
2971,3,1,backend,12.5
4216,1,2,frontend,5.7
1079,4,1,database,19.4
3963,1,3,database,8.2
4315,3,1,frontend,9.7
1074,1,1,frontend,5.7
1312,1,1,testing,3.7
2019,5,3,deployment,3.7
3222,3,1,database,15.8
4972,2,3,frontend,5.9
4301,4,3,backend,11.9
2928,2,3,frontend,5.9
4846,2,2,deployment,2.4
371,5,3,testing,6.7
4253,4,1,testing,7.8
4401,3,2,deployment,3.3
3308,5,2,testing,8.4
3596,1,3,database,7.8
897,1,1,backend,7.5
4564,2,3,deployment,2.3
428,3,1,backend,12.6
2066,3,2,deployment,3.2
1920,1,2,deployment,1.5
4991,5,2,database,19.5
3570,2,3,database,10.1
4065,5,2,deployment,4.2
3524,2,2,testing,4.4
2643,5,3,frontend,10.9
2176,5,1,testing,9.0
